"file_name","file_path","hash_md5","hash_sha1","hash_sha256","hash_sha384","hash_sha512","hash_ssdeep","signature_status","signature_status_message","signature_serial","signature_thumbprint","signature_issuer","signature_subject","meta_description","meta_original_filename","meta_product_name","meta_comments","meta_company_name","meta_file_version","meta_product_version","meta_language","meta_legal_copyright","meta_legal_trademarks","output","error","children"
"tracerpt.exe","C:\Windows\system32\tracerpt.exe","1226243D657FBDA3A5C7E12F5761CB9E","638AA3D8ED9744D24BB23721F6593B57B768B7D7","BD8A93FE516F15B90D96A0B0F550D9A8422A9D72B44544D179F51BD077F935DD","E79B1D03A3821902CD32337C98F11AA5062E6B5F8C22EDB29AFCC163353CD4CA6EAA102CF55190804D5F4CC83ADD7BF5","DF70AC8B45D3FDAB6E33FE18426E55042367E26D6B6CB0763EB7D197EDEC42EB2C7CDB52CE65081FF3073BE3728CD72A6CC7CB97D1FEFF2176ADB590EEFB0D0D","6144:nawo9w5b/XThU6gbXkWOvUjzI2O3PmEqwaP3nT5soA:qqp/XojrVhP3ntso","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Event Trace Report Tool","TraceRpt.Exe.MUI","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"
Microsoft r TraceRpt.Exe (10.0.14393.0)

Usage:
  C:\Windows\system32\tracerpt.exe <[-l] <value [value [...]]>|-rt <session_name [session_name [...]]>> [options]

Options:
  -?                            Displays context sensitive help.
  -config <filename>            Settings file containing command options.
  -y                            Answer yes to all questions without prompting.
  -f <XML|HTML>                 Report format.
  -of <CSV|EVTX|XML>            Dump format, the default is XML.
  -en <ANSI|Unicode>            Output file encoding. Only allowed with CSV
                                output format.
  -df <filename>                Microsoft specific counting/reporting schema
                                file.
  -import <filename [filename [...]]> Event Schema import file.
  -int <filename>               Dump interpreted event structure into
                                specified file.
  -rts                          Report raw timestamp in event trace header. 
                                Can only be used with -o, not -report or
                                -summary.
  -tmf <filename>               Trace Message Format definition file
  -tp <value>                   TMF file search path.  Multiple paths can be
                                used, separated with ';'.
  -i <value>                    Specifies the provider image path.  The
                                matching PDB will be located in the Symbol
                                Server. Multiple paths can be used, separated
                                with ';'.
  -pdb <value>                  Specifies the symbol server path.  Multiple
                                paths can be used, separated with ';'.
  -gmt                          Convert WPP payload timestamps to GMT time
  -rl <value>                   System Report Level from 1 to 5, the default
                                value is 1.
  -summary [filename]           Summary report text file. Default is
                                summary.txt.
  -o [filename]                 Text output file. Default is dumpfile.xml.
  -report [filename]            Text output report file. Default is
                                workload.xml.
  -lr                           Less restrictive; use best effort for events
                                not matching event schema.
  -export [filename]            Event Schema export file. Default is
                                schema.man.
  [-l] <value [value [...]]>    Event Trace log file to process.
  -rt <session_name [session_name [...]]> Real-time Event Trace Session data
                                source.

Examples:
  tracerpt logfile1.etl logfile2.etl -o logdump.xml -of XML
  tracerpt logfile.etl -o logdmp.xml -of XML -lr -summary logdmp.txt -report logrpt.xml
  tracerpt logfile1.etl logfile2.etl -o -report
  tracerpt logfile.etl counterfile.blg -report logrpt.xml -df schema.xml
  tracerpt -rt ""NT Kernel Logger"" -o logfile.csv -of CSV

",,
"TRACERT.EXE","C:\Windows\system32\TRACERT.EXE","06B4F2EA25F920C6A948B81AA6465D83","31F9E9185786603CDA592D30CC3D7A92AFBF92E4","A2B9965CE3C54E3F5F8CDCD57D955D320CF41F06ED6D62BE5D1D64A0EB19267E","1DAAC8FB091B033E9B347A709C9A7DD218E5175FAD2F281A86A88AF8A35DCC231D9D08A3D5766ECBAC72B0453B430955","53CF4F8FD4E8B2E1D6B67B7BCBD839A87F90653E7268D708AF020B496DFEDC4220362AADA5E19B9AE2ADB7DC59063F80EB41B20FF1CBF62F9F44ABA690ACA19D","384:hC/5fI3JWxX3I9NCT6hfPyTDr8QTZm43jo0qSWhaW:hCVkUp+Pt0ZmajlqF","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","TCP/IP Traceroute Command","tracert.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"
Usage: tracert [-d] [-h maximum_hops] [-j host-list] [-w timeout] 
               [-R] [-S srcaddr] [-4] [-6] target_name

Options:
    -d                 Do not resolve addresses to hostnames.
    -h maximum_hops    Maximum number of hops to search for target.
    -j host-list       Loose source route along host-list (IPv4-only).
    -w timeout         Wait timeout milliseconds for each reply.
    -R                 Trace round-trip path (IPv6-only).
    -S srcaddr         Source address to use (IPv6-only).
    -4                 Force using IPv4.
    -6                 Force using IPv6.
",,"conhost.exe"
"tscon.exe","C:\Windows\system32\tscon.exe","C016EB73D00753336161B7397DE4AA96","93C08CF77F7C5C8CCBE83499F3C0E01895404A40","BDC8ADA1C5F994A656A8B79BDB7A9F9935B5E49172FCD744B46CF78ED706D47B","4E8A84ADE5659FA21234015A45E0E6316D848D5834E678BDD8F6475106194BB356C4D9181A101757EF89FA2169FC04A5","A84908B06DD0202540B31D6A06413AE766437A598FE2CC4AF5815A749FE7DFFECCA27862D9395C4DC4F4F42FD9103B5FD62884ADEBB856C812C9379D2ABA782D","384:MX122/6vmRvN4Cst5Qe9E/55nk4W6NNIdW/K+Q9f5hFHyIyrUIhzWjegW:MlzKFR/IZ5HqdCYx7IhB","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Session Connection Utility","tscon.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"Attaches a user session to a remote desktop session.

TSCON {sessionid | sessionname} [/DEST:sessionname]
        [/PASSWORD:pw | /PASSWORD:*] [/V]

  sessionid          The ID of the session.
  sessionname        The name of the session.
  /DEST:sessionname  Connect the session to destination sessionname.
  /PASSWORD:pw       Password of user owning identified session.
  /V                 Displays information about the actions performed.

","Invalid parameter(s)
Attaches a user session to a remote desktop session.

TSCON {sessionid | sessionname} [/DEST:sessionname]
        [/PASSWORD:pw | /PASSWORD:*] [/V]

  sessionid          The ID of the session.
  sessionname        The name of the session.
  /DEST:sessionname  Connect the session to destination sessionname.
  /PASSWORD:pw       Password of user owning identified session.
  /V                 Displays information about the actions performed.

",
"tsdiscon.exe","C:\Windows\system32\tsdiscon.exe","55DCB64D819703BE022D32BF66D1A108","9E654AD675965B51DED819909AF6506A2E7BBFE8","F80EDBEB4CC05669EA5E9074261504BBABFCA2370AF868AE8C7B96E7645C3B41","9CABF98023EC1DDCBAFD900363E9FAA2890AFC8778D7112BCFD3D3372C3E4CF0DCDCFA796C8008226CDF746B546F48F3","F81BD057F3889B8012B1110512EF08F7A983D838FDA6F5DEB33E9C9358B8BB180AD7A33C9A008E19B8BCB898924A6DA773CBB71977FBE54DC7ABB3AAE55DD77A","384:xGRs3qOHWuTfRDB825sttUGnREL55rSg0Nh7CJzjjp+vcu05yKcyGMrUEePWMmWW:xGRmHzw2ynnA9DYRCFjUjwyLEeQ","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Session Disconnection Utility","tsdiscon.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"Disconnects a Remote Desktop Services session.

TSDISCON [sessionid | sessionname] [/SERVER:servername] [/V] [/VM]

  sessionid           The ID of the session.
  sessionname         The name of the session.
  /SERVER:servername  Specifies the Remote Desktop Session Host server (default is current).
  /V                  Displays information about the actions performed.
  /VM                 Disconnects session on server or within virtual machine. The unique ID of the session needs to be specified.

","Invalid parameter(s)
Disconnects a Remote Desktop Services session.

TSDISCON [sessionid | sessionname] [/SERVER:servername] [/V] [/VM]

  sessionid           The ID of the session.
  sessionname         The name of the session.
  /SERVER:servername  Specifies the Remote Desktop Session Host server (default is current).
  /V                  Displays information about the actions performed.
  /VM                 Disconnects session on server or within virtual machine. The unique ID of the session needs to be specified.

",
"tsecimp.exe","C:\Windows\system32\tsecimp.exe","B16311C5E9AB26B2A4FC539E013EEA35","FED55939EE27F58F39464F2CF933CF29C8D7B939","03776CBEB4D7274AD68F2F3C03C289C2627F2C61FE6C2787A435DEC7F84BCDCF","AAB8943BB04E97C1E427ADA568F576600A0132742BDEC2F4CD1D48BD1997CDB0D514C0F93902635EF974B43A13680F7A","2C158DDA50636A4135B109789D74A1666F8F45F760BDC9C206C5B8AE50F01D21FD3F58319FA2EF207C5090198804B2C3D9A8C3134CB1B0B204FF4F3B4DB9CAED","384:Pod7N4fnpBjUbDkagVfAh8aISn0HEPqO4OwZOmotlKz2zTXOxfQ9R5F+Wqv4WRKP:WyY3kfAh89S0kPnZc4eVg5FYbKC","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Microsoft Windows(TM) TAPI Security File Importer","TSECIMP.EXE.MUI","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"Microsoft Windows(TM) TAPI Security File Importer

The syntax of this command is:

tsecimp {-?|-h |-H} | { [ {-v|-V} | {-u|-U} ] -f filename} | {-d|-D}

-?|-h|-H	To print this help page
-v|-V		Validate the input XML file only
-u|-U		Validate user accounts (slower)
-f filename	The XML file to be processed
-d|-D		Display current configuration

",,
"tskill.exe","C:\Windows\system32\tskill.exe","B31626333AEC9C5319364931D069CA08","3D5AB0266DE6EE3D9820A4CA65D866E1565E6340","8F532BE7093E87F41D23C1FDE02088F85AC70F106209540D701E1C0F2DABACC3","92A3B84D45F153639BF82806AB46328C183EED8AAE3CD4CAEF1D89941C7E8784F504FB9B387F1CE731AF309D18BF14FF","3F042330501DA44D994FD73FE740B824648FE637AEA9BADF9BD020FF7229EF108195C4C890D961F4FAB6AD06A7BDD92A4EA52FA8149932AC2BAD382E8DE25166","384:9vyMuU7og2AV+9DtSyZ3rFlEa55j++IGlhxDky0pSrmS5mcyUSTUezqW4kQW:tf0DfrF1RIGXDipVWXezt","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Remote Desktop Services End Process Utility","tskill.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,,"Invalid parameter(s)
Ends a process.

TSKILL processid | processname [/SERVER:servername] [/ID:sessionid | /A] [/V]

  processid           Process ID for the process to be terminated.
  processname         Process name to be terminated.
  /SERVER:servername  Server containing processID (default is current).
                         /ID or /A must be specified when using processname
                         and /SERVER
  /ID:sessionid       End process running under the specified session.
  /A                  End process running under ALL sessions.
  /V                  Display information about actions being performed.

",
"TSTheme.exe","C:\Windows\system32\TSTheme.exe","A9A89CB1838373C365F2B8AF72B1F1C2","C3692CD348CC07AF87DF37C5F524D38CE739B1C3","5EDB8F164B5CACAEFC551E3D0EA0971E5DA1AB144AB66FE429BC7E5DCB2FCC3C","26791D376DDC7698C4A16A4CE56B72A2B140E9096E560F73132DBF2117E7C5C9ABEEC9F76909B576CE0BF40DE2BE8DBA","BF3C0C06D2D42D37D54FCAE71D80B418FA97F57C733013F242BA3F537671FDD628550A278EBD6C4BBD997865D46F3DECBB03A89A05FC971F496CF0C06645E9DC","1536:gpRsBistJVwVmaHXfTnR6eOlleFPt/Afv2:gpRKlra3fkllmPqf+","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","TSTheme Server Module","TSThemeS.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"TSWbPrxy.exe","C:\Windows\system32\TSWbPrxy.exe","DA0C1265BEF2AFB28473DBE9984802CF","5B9032FA2A179804C5AC0C3F3555CA74075370A6","0C843656915E64450412B2BCE6D96BA96A9FFD0EF22CFA8F54A7A75FB1FB4E49","42D98F762F680D3211C35B0FF9BCDE5F18C3E06578302A57C7ED2C7522B229AC917093AF6A7B77B230C8E7A9682ED388","611D1A2275E24DDDCFC4E9DEFF38318D4A5A9CB3D3DAA192712CF0238FB26225E960B7425051FB9E038BC313D68EAAAC77AE4B7C670F4F2DA3A01E59A267BD60","1536:B8c26d6377CtitwTw7paK86mmbZeMJ/YnIanbsaw+NhQ:Oe6itH2aKRb4COIoA","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Microsoft Remote Desktop Services Web Proxy","TSWbPrxy.exe","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"typeperf.exe","C:\Windows\system32\typeperf.exe","59122970C6B79A7B0DE36541256B67A1","4CDD4194C2E5C9C5C5362B2632EE5B3F330D7885","3D3B3A8D528A2F12F1D1414A88781082D68A6367D47B054DFE111148E88DE15D","F0EA9BEEF7525B9C90DA2D55CEC11880642A58D22DC5FCAB4911A2B2B3C5C118B9493B04D05C4B3A68A0C17F639185F6","C00B70B8D9BDE4D1397F925520ABC1677D6D3F0476B005FD2899CB4DDFA137DAC44B7DC7273311ED2F8D81A7DD0460BD80D534E3D73478FF44F465FA5120B1B9","768:sB6i/9smVz22ndnGPDLLzF4/hxDeRx7k1kGgpD2iaD7+DqRhKfroamXeKNlt:Qw9PLzGax7sKpD2iiRQMamXvlt","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Command line performance monitor","TypePerf.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"
Microsoft r TypePerf.exe (10.0.14393.0)

Typeperf writes performance data to the command window or to a log file. To
stop Typeperf, press CTRL+C.

Usage:
C:\Windows\system32\typeperf.exe { <counter [counter ...]> 
                                | -cf <filename> 
                                | -q [object] 
                                | -qx [object] 
                                } [options]

Parameters:
  <counter [counter ...]>       Performance counters to monitor.

Options:
  -?                            Displays context sensitive help.
  -f <CSV|TSV|BIN|SQL>          Output file format. Default is CSV.
  -cf <filename>                File containing performance counters to
                                monitor, one per line.
  -si <[[hh:]mm:]ss>            Time between samples. Default is 1 second.
  -o <filename>                 Path of output file or SQL database. Default
                                is STDOUT.
  -q [object]                   List installed counters (no instances). To
                                list counters for one object, include the
                                object name, such as Processor.
  -qx [object]                  List installed counters with instances. To
                                list counters for one object, include the
                                object name, such as Processor.
  -sc <samples>                 Number of samples to collect. Default is to
                                sample until CTRL+C.
  -config <filename>            Settings file containing command options.
  -s <computer_name>            Server to monitor if no server is specified
                                in the counter path.
  -y                            Answer yes to all questions without prompting.

Note:
  Counter is the full name of a performance counter in
  ""\\<Computer>\<Object>(<Instance>)\<Counter>"" format,
  such as ""\\Server1\Processor(0)\% User Time"".

Examples:
  typeperf ""\Processor(_Total)\% Processor Time""
  typeperf -cf counters.txt -si 5 -sc 50 -f TSV -o domain2.tsv
  typeperf -qx PhysicalDisk -o counters.txt
",,
"tzsync.exe","C:\Windows\system32\tzsync.exe","836E935C5539ED23FAD863CB823C0A8A","D4186881780D48BF55D4D59171B115634E3C7BA6","2859635FEBCC5C38470828DAAECFF49179716ADDFC5AD9FADEB89722842B381A","8E2B533C1A4EC120E8509D0A0874C9B52919C773516D60B60D821A359E5C2458B03B49B6C38AD7840915C1070D755410","915BB47E188E091FED3E33623587A1B17F54F663E02367CE9BBFACAF79A711678DE7A1F614F3FA74AD9298DC48CE1D048D3E5F4767E4BD404F3DDED33C691675","768:ZmOoGHeP1rK1iJSCL3tN1SDCQv3ChEfi7MXMwf9jzpAXDRzbfjPt:ZORKAz3tG3PChEfo9h","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","TimeZone Sync Task","tzsync.exe","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"tzutil.exe","C:\Windows\system32\tzutil.exe","F152E16FC4FE1EDF606D9DFAD92C5242","F18018561FE70713083BC2E269D3395A737A0861","82DD94761865BE53BA3122E0542BA05D373445B376AFACAF20B6E3AF2B33CE79","984F05065462B54596E1F715311259F1AC8D9A02112C5CD25B1E3F7C121DBD53FE2D1CA40E4B57318E9BD4C3A1C6E4DA","0DF4988648DD1123E8C83DFD885D75FF2EA4CDE06DAE2ED69B7A4F686079C8855539BC2827142096E48D378D6321AA4120A94DAD6344F21A6D45DFE52529089D","768:Jy3gEqgeQNCkA2Qe75rpcPGqKlLtqljprTllDyVO1vTzwabxFu5TwgtL4:gwEqgJNCkA2Lrpa5fHuYHwREgtL4","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Windows Time Zone Utility","tzutil.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,"Windows Time Zone Utility

Usage:
TZUTIL </? | /g | /s TimeZoneID[_dstoff] | /l>

Parameters:
    /? Displays usage information.

    /g Displays the current time zone ID.

    /s TimeZoneID[_dstoff]
       Sets the current time zone using the specified time zone ID.
       The _dstoff suffix disables Daylight Saving Time adjustments
       for the time zone (where applicable).

    /l Lists all valid time zone IDs and display names. The output will
       be: 
           <display name>
           <time zone ID>

Examples:
    TZUTIL /g
    TZUTIL /s ""Pacific Standard Time""
    TZUTIL /s ""Pacific Standard Time_dstoff""

Remarks:
    An exit code of 0 indicates the command completed successfully.
",,
"ucsvc.exe","C:\Windows\system32\ucsvc.exe","3E8246295711C3877ADA659532695B34","ABE878438F4BADD81F753380B7EF1F2F261E673D","EBF0E74175EBD17424626B25DD561BDF940AD23F900DE973C914713A9812398C","E6050F5D95032B354B60B21870BA386CEB2B758DDDD67957A1929F63778BE3A31A69BF7D389D811ECE44BAAF3909B921","4306AD75C33FADB7BD829DCDF083F1E46CA767AA0C778A180D9E436AC893234116056393CAF8EA00B88CEF38E8F92986FFCC57BBF640356C0C4797596D68F44A","768:EhoOpHdhBo8+Jx/9CgDmCAGAH1cUHOTmvbNHWapcqE3K0bI1qMP:YxVdoLEgs1cUHlR0KEI1HP","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Boot File Servicing Utility","bfsvc.exe","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
"UevAgentPolicyGenerator.exe","C:\Windows\system32\UevAgentPolicyGenerator.exe","0AEAB028DC23060EC1BC1C2D0A79B925","56A891662CDB3A18025A8FE966DD9AE291D68A76","30D210DEDE573B965B128A02FF24CF64BB864BE434B180B891EB2F9F4F531D28","EBFB456449186060C6EC1935F2EC3E89A655B1B9EA2FDA66BC005B7394671B49F8D51F2299E8F1A47DA292A4E932C2FB","07EDAAD87258E9AF023A5E815E7421C2D346384EA23B92A63385E12A0A7C19B1F9F8427A6CBFD590D1DE6CA207B9E0D1B0630FA1748A7866EC1BF735F842C4EB","384:hCvFVSXIlLo6X1OhTyERd79kwMt3jt/KJSaI3DDvQS114fOmDH1J/8rfZuKRSfDY:hhIlL/XArfD2ZRP2VFk8vnjHn6tb1d","0","Signature verified.","33000001733031072665B8B9B3000000000173","14590DC5C3AAF238FCFD7785B4B93F4071402C34","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US"," ","UevAgentPolicyGenerator.exe","Microsoft (R) Windows (R) Operating System",,"Microsoft Corporation","10.0.14393.0","10.0.14393.0","Language Neutral","Copyright (c) Microsoft Corporation. All rights reserved.",,,,"conhost.exe"
"UevAppMonitor.exe","C:\Windows\system32\UevAppMonitor.exe","D615EC28CE7C21764EAD0CA4E4924A3C","3CAFF83C649646F462E5E1A779867040F6F9838E","C8F1E02C5C176E84655826C3A435DC3202E45DF53F7A2138B20B392A4C3C10E5","342A87FEDD46BA28F5BB335E3C127AC4EFE78D373BBA905929CFE4741FDBEDCF312A966EFC8DD81653E90D87F1D0F5CE","A6AA0361D6589698DE1AEA2A376ED524C620BF5534276BB7568BDB553F33D29FE7F8EC94B78E4B31936CA785C72D3D89B9FADE468A53D6027C216F7057C53F94","768:HTKezpTF+wsijB91slxN+u996swwiKEtycTY5lkQ7Vy9ylDXu:GezL191szN++6NwiKE10DjlK","0","Signature verified.","3300000266BD1580EFA75CD6D3000000000266","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US"," ","UevAppMonitor.exe","Microsoft (R) Windows (R) Operating System",,"Microsoft Corporation","10.0.14393.2828","10.0.14393.2828","Language Neutral","Copyright (c) Microsoft Corporation. All rights reserved.",,,,
"UevTemplateBaselineGenerator.exe","C:\Windows\system32\UevTemplateBaselineGenerator.exe","CB80D6493F9D8BD662CE6A9C4A76001E","595AFE71F8EE95E8D7BC987C1557F45BE81E1FD6","7EE0D393BA4DFCB84B3B7EACFB227847287122650EB3C0F241445291943A6364","ACA9982FCDEF8687B81B3BD237B146BC8DC17B9A83AA6FF4B9D61E87B8BFE6B8105699F7C646D5F805C571069C2316E6","90D084135DB67920D6019B212CC84FDF6F6D78D6967FA249992FE1FCAC2DD3E4C769C402B5DC1533595503A398C01813364F36BBBDCF9FDB10EDAD1EAADB6DD2","384:RL8CucwNKBcYKPdIQX6GIp0OIMSK+GWzJWdZ:R4CFwNKiBq5qe","0","Signature verified.","33000001733031072665B8B9B3000000000173","14590DC5C3AAF238FCFD7785B4B93F4071402C34","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US"," ","UevTemplateBaselineGenerator.exe","Microsoft (R) Windows (R) Operating System",,"Microsoft Corporation","10.0.14393.0","10.0.14393.0","Language Neutral","Copyright (c) Microsoft Corporation. All rights reserved.",,,,"conhost.exe"
"UevTemplateConfigItemGenerator.exe","C:\Windows\system32\UevTemplateConfigItemGenerator.exe","6A804B9E53D255F4F7828E8C08A5635B","A97FE2EEE2A42CD8CFB336C32E93A06371E13D7C","89DC8F516EAE2F9D56DA7E0FA795C1B8434C0206B0C32C7E391E5C0B41368C60","A8EB3D7CC9442EC99FD9474E704F017F50CB535C7B75CBAFB1C4063A89BCDFA9FC2B6DF42DE4AB2D987EC8756BB3F42C","424C8671005B816AF61A5A202F51E5F8FF50931CE2567739433587AFE284A920409579E0A96FD0DD96C5A37445475548E2334E72DBAE12BD0F3CFB57A65D01D1","192:matJHLqs8r/KZ1ElGTubagmrCdsa/2p2y0rSWp8eMPOHnXWXFWfzv:rtpesr1MCIbmOdsa/2p2GWp8eVWXFWfL","0","Signature verified.","33000001733031072665B8B9B3000000000173","14590DC5C3AAF238FCFD7785B4B93F4071402C34","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US"," ","UevTemplateConfigItemGenerator.exe","Microsoft (R) Windows (R) Operating System",,"Microsoft Corporation","10.0.14393.0","10.0.14393.0","Language Neutral","Copyright (c) Microsoft Corporation. All rights reserved.",,,,"conhost.exe"
"UI0Detect.exe","C:\Windows\system32\UI0Detect.exe","8578F83EC5175920F2D8586FFF9DCE47","F8002418C55D585B3C477B94B9493C13BB3EE111","049A16AC87F93E761150C8286633FFCA62EE85F5645DDE77D36BD0EB6481FF83","A3AB3DAC1889EC506877803DCC9066F1682F6FCC477C18116F8C7AA762D41C83AE1145E17FCCE5E2903DD56EF0E33ABC","BB7C5D344F67D89DE02672B28225B5692ADED0327806C23D64B6E3F4025081FC8943A5DF24E0809B1BBA0670AA21BADBD4914FBA7A9280859B4CC2C4CE96D0B1","768:5yICGYzhoM2WTbQUZrJ4rCRBBwr6FZTSiMMNpa8zOjFMMNv0/vM+2vgI:niuMXHQUlJdwr6FZJMMW7MMs0+2vx","0","Signature verified.","33000000BCE120FDD27CC8EE930000000000BC","E85459B23C232DB3CB94C7A56D47678F58E8E51E","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Interactive services detection","UI0Detect.exe.mui","Microsoft Windows Operating System",,"Microsoft Corporation","10.0.14393.0 (rs1_release.160715-1616)","10.0.14393.0","English (United States)"," Microsoft Corporation. All rights reserved.",,,,
